data_scale,i,yhat,loop,loop_time
2.4,8,3.8750819105947407,8,0.0
2.5,1,22.563496178793063,1,0.019947528839111328
2.5,2,30.94822795819824,2,0.0
2.5,3,33.37928579934772,3,0.0
2.5,4,31.225401700806074,4,0.001016855239868164
2.5,5,33.28361171383077,5,0.0
2.5,6,32.79059591654712,6,0.0009765625
2.5,7,27.247132188728948,7,0.0
2.5,8,29.43831294739064,8,0.0
2.6,1,7.340009935922362,1,0.004986763000488281
2.6,2,10.554270701149175,2,0.000997304916381836
2.6,3,15.338653707153012,3,0.0
2.6,4,10.933816900966072,4,0.0
2.6,5,14.327686938248844,5,0.0009968280792236328
2.6,6,13.38344783462474,6,0.0
2.6,7,8.002748909502063,7,0.0
2.6,8,9.70052988369712,8,0.000997781753540039
2.7,1,95.30350118552713,1,0.0049855709075927734
2.7,2,136.82867517528388,2,0.0
2.7,3,126.80759344230287,3,0.0
2.7,4,136.6670669414989,4,0.0
2.7,5,131.28323552263532,5,0.0
2.7,6,133.4794187148898,6,0.0009968280792236328
2.7,7,125.66005274520693,7,0.0
2.7,8,131.6539000449713,8,0.0
2.8,1,34.578793888518774,1,0.004989147186279297
2.8,2,44.07174374862865,2,0.000993967056274414
2.8,3,46.875836435263366,3,0.0
2.8,4,44.387567099908686,4,0.0
2.8,5,46.632847046498085,5,0.000997781753540039
2.8,6,46.12003405875158,6,0.0
2.8,7,39.99456889249706,7,0.0
2.8,8,42.420313342055934,8,0.0009970664978027344
2.9,1,35.66045972816347,1,0.005984306335449219
2.9,2,48.69406902616052,2,0.0009965896606445312
2.9,3,50.294308525709205,3,0.0
2.9,4,48.976225410803465,4,0.000997304916381836
2.9,5,50.55723213291663,5,0.0
2.9,6,50.28793207992659,6,0.0
2.9,7,43.68906135004669,7,0.0
2.9,8,46.65456336793584,8,0.0
3.0,1,37.52158694078114,1,0.003989219665527344
3.0,2,49.66227428709222,2,0.0
3.0,3,51.876351162466875,3,0.0
3.0,4,49.976336661827375,4,0.0
3.0,5,51.92028109181037,5,0.0
3.0,6,51.53530167082117,6,0.0
3.0,7,44.82404359018135,7,0.000997304916381836
3.0,8,47.72374882628475,8,0.0
3.1,1,22.88927402317423,1,0.005998134613037109
3.1,2,31.269260373896504,2,0.0
3.1,3,35.23104133728597,3,0.0
3.1,4,31.64922105117751,4,0.0
3.1,5,34.619207214997246,5,0.0
3.1,6,33.88324684879954,6,0.0
3.1,7,27.222711085005237,7,0.0
3.1,8,29.672922610721468,8,0.0
3.2,1,93.4209690137001,1,0.005984306335449219
3.2,2,117.30422920865934,2,0.0
3.2,3,115.40828115254988,3,0.0
3.2,4,117.51113673571476,4,0.0
3.2,5,117.01009583216003,5,0.0
3.2,6,117.52884277217706,6,0.0
3.2,7,109.71957701213856,7,0.0
3.2,8,114.33927155186066,8,0.0010001659393310547
3.3,1,13.618999784550331,1,0.003989458084106445
3.3,2,19.905632218599656,2,0.0
3.3,3,25.153538872242653,3,0.0
3.3,4,20.342855566571433,4,0.0
3.3,5,24.124353916018904,5,0.0
3.3,6,23.117764067630077,6,0.0
3.3,7,16.191002762569475,7,0.0010285377502441406
3.3,8,18.44146143469702,8,0.0
3.4,1,38.732996434198604,1,0.004986763000488281
3.4,2,53.00696292933293,2,0.0
3.4,3,55.34546467102997,3,0.0
3.4,4,53.36307017491231,4,0.0010213851928710938
3.4,5,55.41918750553897,5,0.0
3.4,6,55.04475216897085,6,0.0
3.4,7,47.38197984915625,7,0.0
3.4,8,50.83637854880214,8,0.0
3.5,1,-6.352775140229925,1,0.004992485046386719
3.5,2,-7.516749414576195,2,0.0
3.5,3,1.1471332054925334,3,0.0
3.5,4,-6.963786679391125,4,0.0
3.5,5,-1.1032526498654374,5,0.0
3.5,6,-2.8370092301352425,6,0.0
3.5,7,-9.626095629435616,7,0.0009915828704833984
3.5,8,-8.468442450357506,8,0.0
3.6,1,45.15565251272577,1,0.003991603851318359
3.6,2,61.73427672444917,2,0.0
3.6,3,63.67172181758981,3,0.0
3.6,4,62.09829611784701,4,0.0
3.6,5,63.913173621809456,5,0.0
3.6,6,63.654117296950346,6,0.0010018348693847656
3.6,7,55.45501668311107,7,0.0
3.6,8,59.35845624513869,8,0.0
3.7,1,56.05237663836003,1,0.004987478256225586
3.7,2,73.16706628022295,2,0.0
3.7,3,75.15054697687874,3,0.0
3.7,4,73.54373052500972,4,0.0
3.7,5,75.38979678118922,5,0.0
3.7,6,75.13260141454518,6,0.0
3.7,7,66.73112801864858,7,0.0
3.7,8,70.7517292584124,8,0.0
3.8,1,-3.9172465117962005,1,0.006008148193359375
3.8,2,-2.696523453522154,2,0.0
3.8,3,5.714734404972575,3,0.0
3.8,4,-2.1313962469863483,4,0.0
3.8,5,3.6524894962315972,5,0.0
3.8,6,1.9750936140273456,6,0.0
3.8,7,-5.570073125122111,7,0.0
3.8,8,-3.9953028216811397,8,0.0010101795196533203
3.9,1,44.16531418370565,1,0.0049915313720703125
3.9,2,59.54780705466987,2,0.0
3.9,3,62.671670479471715,3,0.0
3.9,4,59.97572384250019,4,0.0
3.9,5,62.547248224684154,5,0.0010190010070800781
3.9,6,62.05019180757694,6,0.0
3.9,7,53.35003238760783,7,0.0
3.9,8,57.21731807561841,8,0.0
4.0,1,46.61204809161627,1,0.004987001419067383
4.0,2,63.57746256258229,2,0.0
4.0,3,66.32751685649191,3,0.0
4.0,4,64.0046483609502,4,0.0
4.0,5,66.3519930306113,5,0.0
4.0,6,65.9501910564199,6,0.0
4.0,7,56.94138831066979,7,0.0009970664978027344
4.0,8,61.11510099091505,8,0.0
