data_scale,i,yhat,loop,loop_time
1.6,8,9.722034136412852,8,0.0009665489196777344
1.7,1,21.244558188389195,1,0.0179593563079834
1.7,2,10.539255123915401,2,0.0
1.7,3,-12.798829694537552,3,0.0
1.7,4,8.572880378114519,4,0.0010273456573486328
1.7,5,-3.1786758623531597,5,0.0
1.7,6,-2.5030357396377454,6,0.0
1.7,7,21.52539030175773,7,0.0009663105010986328
1.7,8,-6.536647975692702,8,0.0
1.8,1,51.78409144959603,1,0.016978979110717773
1.8,2,15.80062629479929,2,0.0
1.8,3,-43.83093763986546,3,0.0
1.8,4,3.97158034242419,4,0.0
1.8,5,-0.4654968038770324,5,0.0
1.8,6,-6.350501967929407,6,0.0
1.8,7,50.1816326595556,7,0.0
1.8,8,32.7361931531518,8,0.0
1.9,1,63.660726138190014,1,0.017951250076293945
1.9,2,27.50577410911257,2,0.0
1.9,3,-2.3476211059253878,3,0.0009729862213134766
1.9,4,-4.522069280436568,4,0.0
1.9,5,-1.8536542529815598,5,0.0
1.9,6,6.757675050322446,6,0.000997304916381836
1.9,7,23.001771331323454,7,0.0
1.9,8,23.655538136949858,8,0.0
2.0,1,75.17643708854557,1,0.01797628402709961
2.0,2,30.177137935975498,2,0.0
2.0,3,13.151188408396166,3,0.0
2.0,4,23.19923519390016,4,0.0
2.0,5,-0.6337456965872974,5,0.0
2.0,6,17.232033967638422,6,0.0
2.0,7,35.41128525697652,7,0.0009834766387939453
2.0,8,28.869629944093585,8,0.0
2.1,1,57.67745790186126,1,0.016954898834228516
2.1,2,-1.6593998561402117,2,0.0
2.1,3,-3.934561275969955,3,0.0
2.1,4,25.459411729646824,4,0.0
2.1,5,-7.470166750698802,5,0.0010001659393310547
2.1,6,8.722188995317907,6,0.0
2.1,7,47.22580174252495,7,0.0
2.1,8,20.7606283213792,8,0.0
2.2,1,57.758923890753536,1,0.0179288387298584
2.2,2,16.21675267767175,2,0.0
2.2,3,17.85411578501322,3,0.0009953975677490234
2.2,4,28.125754167466024,4,0.0
2.2,5,-6.60711011240026,5,0.0
2.2,6,17.047393977546854,6,0.0
2.2,7,43.71905009498322,7,0.0
2.2,8,13.03482311338984,8,0.0
2.3,1,62.56553919501297,1,0.01797771453857422
2.3,2,33.20642013139275,2,0.0009734630584716797
2.3,3,5.636303858987887,3,0.0
2.3,4,24.801363342829077,4,0.0
2.3,5,7.210869704899935,5,0.0
2.3,6,3.398390939124962,6,0.0
2.3,7,63.629294980232174,7,0.0
2.3,8,32.990152082940035,8,0.0
2.4,1,58.40900166431343,1,0.01800227165222168
2.4,2,15.960199755780096,2,0.0
2.4,3,7.3162138230107345,3,0.0
2.4,4,3.5710502534884796,4,0.0009992122650146484
2.4,5,4.0931157997288246,5,0.0
2.4,6,-15.64325044616723,6,0.0
2.4,7,41.988151258996965,7,0.0
2.4,8,17.08590338333104,8,0.000997304916381836
2.5,1,64.69179081775401,1,0.01795172691345215
2.5,2,35.134021666166454,2,0.0
2.5,3,-0.7573598709917775,3,0.0
2.5,4,18.790198522407614,4,0.0
2.5,5,0.22444371087451387,5,0.0
2.5,6,0.34804043441984334,6,0.0009980201721191406
2.5,7,51.30672581220007,7,0.0
2.5,8,19.490797794434446,8,0.0
2.6,1,45.89282870213948,1,0.017955541610717773
2.6,2,14.521574894592455,2,0.0
2.6,3,-25.235854394264514,3,0.0
2.6,4,9.190061835662739,4,0.0
2.6,5,-4.275824902443992,5,0.0
2.6,6,-3.9268609237528427,6,0.0
2.6,7,52.4251758106478,7,0.0
2.6,8,10.437993330668,8,0.000997304916381836
2.7,1,56.18904581176583,1,0.0182039737701416
2.7,2,15.265415582758372,2,0.0
2.7,3,-26.62920054310611,3,0.0
2.7,4,23.45609640037551,4,0.0
2.7,5,1.0053909278399829,5,0.0009751319885253906
2.7,6,21.541740088191183,6,0.0
2.7,7,57.20456975654144,7,0.0
2.7,8,51.04642924844882,8,0.0
2.8,1,65.26987051279508,1,0.018924474716186523
2.8,2,29.063738731525387,2,0.0
2.8,3,-18.6915441783728,3,0.0
2.8,4,19.011410842600775,4,0.000997781753540039
2.8,5,5.205691873358553,5,0.0
2.8,6,15.110852299844243,6,0.0
2.8,7,48.73854942458105,7,0.0
2.8,8,49.6965113481962,8,0.0009975433349609375
2.9,1,62.322867109339626,1,0.018006563186645508
2.9,2,18.254075297241673,2,0.0009698867797851562
2.9,3,-11.153646818352648,3,0.0
2.9,4,33.88444293686875,4,0.0
2.9,5,-11.65069657050222,5,0.0
2.9,6,0.7457212392929762,6,0.0
2.9,7,67.83243494569228,7,0.0
2.9,8,37.631371742670794,8,0.0
3.0,1,61.59856861576136,1,0.017930984497070312
3.0,2,21.19728552949054,2,0.0
3.0,3,0.738204940407968,3,0.0
3.0,4,31.88203404108768,4,0.0
3.0,5,-17.779273888724425,5,0.0
3.0,6,7.285819639752052,6,0.0
3.0,7,53.859005444143776,7,0.0
3.0,8,29.28782615759378,8,0.0
3.1,1,63.9593446479324,1,0.016956567764282227
3.1,2,17.07423678453083,2,0.0
3.1,3,-4.105365931534003,3,0.0009708404541015625
3.1,4,-0.34012126349109906,4,0.0
3.1,5,-6.17842932202808,5,0.0
3.1,6,9.370687002640665,6,0.0
3.1,7,32.00865691651087,7,0.0
3.1,8,40.13343063720211,8,0.0
3.2,1,91.5803465110265,1,0.016956090927124023
3.2,2,20.733540970550948,2,0.0
3.2,3,-18.376464600835,3,0.0
3.2,4,17.306044165939866,4,0.0
3.2,5,-2.180381799099031,5,0.0
3.2,6,3.0098766221145468,6,0.0
3.2,7,77.54644171022323,7,0.0
3.2,8,43.74571983809175,8,0.0
3.3,1,97.43280722886131,1,0.017946243286132812
3.3,2,20.432152086189106,2,0.0
3.3,3,-14.158742929275657,3,0.0
3.3,4,14.623769218170093,4,0.0
3.3,5,-1.398107123951366,5,0.0
3.3,6,30.219132552661527,6,0.0
3.3,7,51.05199750534811,7,0.0
3.3,8,47.4191628900881,8,0.0
3.4,1,106.46266705986054,1,0.01696181297302246
3.4,2,32.431968119016965,2,0.0
3.4,3,-24.926467682571314,3,0.0
3.4,4,27.256764803866936,4,0.0
3.4,5,6.397606083252008,5,0.0
3.4,6,4.608223010710525,6,0.0
3.4,7,59.10718486775458,7,0.0
3.4,8,44.223042274171625,8,0.0
3.5,1,88.96038328800165,1,0.01794886589050293
3.5,2,35.52161860852802,2,0.0
3.5,3,-8.354186426589157,3,0.0
3.5,4,29.351010564192748,4,0.0
3.5,5,-12.347504147776212,5,0.0009963512420654297
3.5,6,14.362744082072787,6,0.0
3.5,7,50.4430845895053,7,0.0
3.5,8,60.88915815176566,8,0.0010023117065429688
3.6,1,99.66486033374699,1,0.017948627471923828
3.6,2,20.811314847755572,2,0.0
3.6,3,5.76979533036112,3,0.0
3.6,4,27.320971930786772,4,0.0
3.6,5,-1.9787896400607536,5,0.0
3.6,6,16.420058068388006,6,0.0
3.6,7,61.410282366221594,7,0.0
3.6,8,39.87316477216223,8,0.0
3.7,1,118.9400721151986,1,0.01695394515991211
3.7,2,35.007394899629865,2,0.0
3.7,3,-16.04738289904067,3,0.0
3.7,4,13.219230604421085,4,0.0
3.7,5,-7.984527540571605,5,0.0010066032409667969
3.7,6,14.62608842014226,6,0.0
3.7,7,53.92915888815242,7,0.0
3.7,8,53.371876538526124,8,0.0
3.8,1,81.93379041251838,1,0.016977787017822266
3.8,2,45.17073326588856,2,0.0
3.8,3,-12.402144542258124,3,0.0
3.8,4,14.262455379490039,4,0.0
3.8,5,-3.583809316002217,5,0.0
3.8,6,6.8420209327928525,6,0.0
3.8,7,63.88754649955778,7,0.0009679794311523438
3.8,8,28.777782383412426,8,0.0
3.9,1,106.97703261960197,1,0.01695418357849121
3.9,2,30.555340207861974,2,0.0
3.9,3,-20.203871467822992,3,0.0
3.9,4,24.027511372638262,4,0.0
3.9,5,-27.984784862953347,5,0.0009980201721191406
3.9,6,-8.363563097824965,6,0.0
3.9,7,69.40052374483335,7,0.0
3.9,8,32.34898436085904,8,0.0
4.0,1,122.21857210610315,1,0.016958951950073242
4.0,2,40.38054510357655,2,0.0
4.0,3,-18.83528992857027,3,0.0
4.0,4,37.021905328947355,4,0.0
4.0,5,4.9681145932866855,5,0.0
4.0,6,18.96507855356715,6,0.0
4.0,7,67.87141576621859,7,0.0010094642639160156
4.0,8,52.65557461006238,8,0.0
